id,tweet,polarity,NO URL,NO STOPWORD,NO NUMBER,NO REPEAT,NO ACRONYM,NO NEGATION,OUR
2179230597,@flyknocka after all these years and working at Starbucks the doctors finally inform me that they bring on my migranes  sucks !,0,@flyknocka years working starbucks doctors finally inform bring migranes sucks,@flyknocka after all these years and working at starbucks the doctors finally inform me that they bring on my migranes sucks,@flyknocka years working starbucks doctors finally inform bring migranes sucks,@flyknocka years working starbucks doctors finally inform bring migranes sucks,@flyknocka years working starbucks doctors finally inform bring migranes sucks,@flyknocka years working starbucks doctors finally inform bring migranes sucks,years working starbucks doctors finally inform bring migranes sucks
2002390069,You belong with me. - taylor swift. So true...  ,0,belong taylor swift true ...,you belong with me taylor swift so true ...,belong taylor swift true ...,belong taylor swift true ...,belong taylor swift true ...,belong taylor swift true ...,belong taylor swift true ...
1468000880,CASH RULES EVERYTHING AROUND ME ,0,cash rules everything around,cash rules everything around me,cash rules everything around,cash rules everything around,cash rules everything around,cash rules everything around,cash rules everything around
2184451661,How can the Teen Choice people possibly put Miley Cyrus and Taylor Swift in the same category.  That's not fair to me. ,0,teen choice people possibly put miley cyrus taylor swift category that's fair,how can the teen choice people possibly put miley cyrus and taylor swift in the same category that's not fair to me,teen choice people possibly put miley cyrus taylor swift category that's fair,teen choice people possibly put miley cyrus taylor swift category that's fair,teen choice people possibly put miley cyrus taylor swift category that's fair,teen choice people possibly put miley cyrus taylor swift category that's fair,teen choice people possibly put miley cyrus taylor swift category that's fair
1998187017,There's no Lebron on tonight.  What the hell am I supposed to do!!!!!!!!!!!!!!!!!! ,0,there's lebron tonight hell supposed,there's no lebron on tonight what the hell am i supposed to do,there's lebron tonight hell supposed,there's lebron tonight hell supposed,there's lebron tonight hell supposed,there's lebron tonight hell supposed,there's lebron tonight hell supposed
1965667859,Major iPhone problems  Wont let me send texts BUT I can do everything else! Can anyone help ,0,major iphone problems wont let send texts everything else anyone help,major iphone problems wont let me send texts but i can do everything else can anyone help,major iphone problems wont let send texts everything else anyone help,major iphone problems wont let send texts everything else anyone help,major iphone problems wont let send texts everything else anyone help,major iphone problems wont let send texts everything else anyone help,major iphone problems wont let send texts everything else anyone help
2226218012,I had a huge headache  I wonder why I never  get headaches or get sick often ,0,huge headache wonder never get headaches get sick often,i had a huge headache i wonder why i never get headaches or get sick often,huge headache wonder never get headaches get sick often,huge headache wonder never get headaches get sick often,huge headache wonder never get headaches get sick often,huge headache wonder never get headaches get sick often,huge headache wonder never get headaches get sick often
2200002931,@starbucksapron NOOOOOOOOOO! the one i was happy to hear about is now taken away ,0,@starbucksapron one happy hear taken away,@starbucksapron no the one i was happy to hear about is now taken away,@starbucksapron one happy hear taken away,@starbucksapron noooooooooo one happy hear taken away,@starbucksapron one happy hear taken away,@starbucksapron one happy hear taken away,one happy hear taken away
2243612179,My bf thinks I'm weird bc I watch youtube videos of puppies and laughing babies. ,0,bf thinks i'm weird bc watch youtube videos pupies laughing babies,my bf thinks i'm weird bc i watch youtube videos of pupies and laughing babies,bf thinks i'm weird bc watch youtube videos pupies laughing babies,bf thinks i'm weird bc watch youtube videos puppies laughing babies,bf thinks i'm weird bc watch youtube videos pupies laughing babies,bf thinks i'm weird bc watch youtube videos pupies laughing babies,bf thinks i'm weird bc watch youtube videos pupies laughing babies
2328906084,"Farrah Fawcett, star of &quot;Charlie's Angels,&quot; has died from cancer at 62. ",0,farah fawcet star charlie's angels died cancer,farah fawcet star of charlie's angels has died from cancer at,farah fawcet star charlie's angels died cancer 62,farrah fawcett star charlie's angels died cancer,farah fawcet star charlie's angels died cancer,farah fawcet star charlie's angels died cancer,farah fawcet star charlie's angels died cancer
2201865662,XBOX Live is down today  No Weeds Season five from Netflix,0,xbox live today weds season five netflix,xbox live is down today no weds season five from netflix,xbox live today weds season five netflix,xbox live today weeds season five netflix,xbox live today weds season five netflix,xbox live today weds season five netflix,xbox live today weds season five netflix
1467969654,has hurt her ankle!! and is going to the dr ,0,hurt ankle going dr,has hurt her ankle and is going to the dr,hurt ankle going dr,hurt ankle going dr,hurt ankle going dr,hurt ankle going dr,hurt ankle going dr
2190306658,omF'g hayfever SUUUUCKS!!! My eyes are burnin...ouch &amp; itchy! ,0,omf'g hayfever sucks eyes burnin ... ouch itchy,omf'g hayfever sucks my eyes are burnin ... ouch itchy,omf'g hayfever sucks eyes burnin ... ouch itchy,omf'g hayfever suuuucks eyes burnin ... ouch itchy,omf'g hayfever sucks eyes burnin ... ouch itchy,omf'g hayfever sucks eyes burnin ... ouch itchy,omf'g hayfever sucks eyes burnin ... ouch itchy
2187170821,worst $3.75 spent . the put no love into my frappuchino  ! lol ftw your not suppose to make extra stops on my trip to starbucks.,0,worst spent put love frapuchino very funny for the win suppose make extra stops trip starbucks,worst spent the put no love into my frapuchino very funny for the win your not suppose to make extra stops on my trip to starbucks,worst 3.75 spent put love frapuchino very funny for the win suppose make extra stops trip starbucks,worst spent put love frappuchino very funny for the win suppose make extra stops trip starbucks,worst spent put love frapuchino lol ftw suppose make extra stops trip starbucks,worst spent put love frapuchino very funny for the win suppose make extra stops trip starbucks,worst spent put love frapuchino very funny for the win suppose make extra stops trip starbucks
1467836448,Strider is a sick little puppy  http://apps.facebook.com/dogbook/profile/view/5248435,0,strider sick little puppy htp://aps.facebok.com/dogbok/profile/view/,strider is a sick little puppy,strider sick little puppy,strider sick little puppy,strider sick little puppy,strider sick little puppy,strider sick little puppy
1467916841,i left my IDs at the location and now i can not go out to bars  FUCKKKKKKKKKKKKK,0,left ids location go bars fuck,i left my ids at the location and now i can not go out to bars fuck,left ids location go bars fuck,left ids location go bars fuckkkkkkkkkkkkk,left ids location go bars fuck,left ids location go bars fuck,left ids location go bars fuck
2205833320,Argh! How 2 fly with a stupid headache.  so sad - http://tweet.sg,0,damn fly stupid headache sad htp://twet.sg,damn how fly with a stupid headache so sad,damn 2 fly stupid headache sad,damn fly stupid headache sad,argh fly stupid headache sad,damn fly stupid headache sad,damn fly stupid headache sad
1467835345,@Hollywoodheat I should have paid more attention when we covered photoshop in my webpage design class in undergrad ,0,@holywodheat paid attention covered photoshop webpage design class undergrad,@holywodheat i should have paid more attention when we covered photoshop in my webpage design class in undergrad,@holywodheat paid attention covered photoshop webpage design class undergrad,@hollywoodheat paid attention covered photoshop webpage design class undergrad,@holywodheat paid attention covered photoshop webpage design class undergrad,@holywodheat paid attention covered photoshop webpage design class undergrad,paid attention covered photoshop webpage design class undergrad
1688896688,obama dildo is just wrong on so many levels http://tinyurl.com/cuggsh head of state ,0,obama dildo wrong many levels htp://tinyurl.com/cugsh head state,obama dildo is just wrong on so many levels head of state,obama dildo wrong many levels head state,obama dildo wrong many levels head state,obama dildo wrong many levels head state,obama dildo wrong many levels head state,obama dildo wrong many levels head state
1974235689,"Wow, PSP Go revealed in Qore. Not too impressed. ",0,wow psp go revealed qore impresed,wow psp go revealed in qore not too impresed,wow psp go revealed qore impresed,wow psp go revealed qore impressed,wow psp go revealed qore impresed,wow psp go revealed qore impresed,wow psp go revealed qore impresed
1467818007,Bed. Class 8-12. Work 12-3. Gym 3-5 or 6. Then class 6-10. Another day that's gonna fly by. I miss my girlfriend ,0,bed class work gym class another day that's gona fly miss girlfriend,bed class work gym or then class another day that's gona fly by i miss my girlfriend,bed class 8-12 work 12-3 gym 3-5 6 class 6-10 another day that's gona fly miss girlfriend,bed class work gym class another day that's gonna fly miss girlfriend,bed class work gym class another day that's gona fly miss girlfriend,bed class work gym class another day that's gona fly miss girlfriend,bed class work gym class another day that's gona fly miss girlfriend
1467951252,@nicolerichie I cried so hard when Matthew died ,0,@nicolerichie cried hard mathew died,@nicolerichie i cried so hard when mathew died,@nicolerichie cried hard mathew died,@nicolerichie cried hard matthew died,@nicolerichie cried hard mathew died,@nicolerichie cried hard mathew died,cried hard mathew died
2195918085,I want some fries from McDonalds. Im so hungry ,0,want fries mcdonalds im hungry,i want some fries from mcdonalds im so hungry,want fries mcdonalds im hungry,want fries mcdonalds im hungry,want fries mcdonalds im hungry,want fries mcdonalds im hungry,want fries mcdonalds im hungry
2218443989,why this headache still here??? ,0,headache still,why this headache still here,headache still,headache still,headache still,headache still,headache still
1993205272,It's no longer sunny in Seattle.  http://tr.im/sunnyinseattle,0,longer sunny seatle htp://tr.im/sunyinseatle,it's no longer sunny in seatle,longer sunny seatle,longer sunny seattle,longer sunny seatle,longer sunny seatle,longer sunny seatle
2227293064,Looking around on the web for something to entertain me the way Facebook did... alas... nothing. ,0,looking around web something entertain way facebok ... alas ... nothing,looking around on the web for something to entertain me the way facebok did ... alas ... nothing,looking around web something entertain way facebok ... alas ... nothing,looking around web something entertain way facebook ... alas ... nothing,looking around web something entertain way facebok ... alas ... nothing,looking around web something entertain way facebok ... alas ... nothing,looking around web something entertain way facebok ... alas ... nothing
1467931396,"http://twitpic.com/2y36e - cant see the flowers falling  i dont have a camera, just my cellphone",0,htp://twitpic.com/ye can not see flowers falling do not camera celphone,can not see the flowers falling i do not have a camera just my celphone,can not see flowers falling do not camera celphone,can not see flowers falling do not camera cellphone,can not see flowers falling do not camera celphone,cant see flowers falling dont camera celphone,can not see flowers falling do not camera celphone
1961822696,"@zarigee i got mcdonalds, surpisingly its not a popular drunk food option.  its sucks that all diners aren't 24hrs here anymore",0,@zarige got mcdonalds surpisingly popular drunk food option sucks diners hours anymore,@zarige i got mcdonalds surpisingly its not a popular drunk food option its sucks that all diners aren't hours here anymore,@zarige got mcdonalds surpisingly popular drunk food option sucks diners 24 hours anymore,@zarigee got mcdonalds surpisingly popular drunk food option sucks diners hours anymore,@zarige got mcdonalds surpisingly popular drunk food option sucks diners hrs anymore,@zarige got mcdonalds surpisingly popular drunk food option sucks diners hours anymore,got mcdonalds surpisingly popular drunk food option sucks diners hours anymore
2014549345,@xcaix I am suffering with hayfever today  dam you pollen!!,0,@xcaix suffering hayfever today dam pollen,@xcaix i am suffering with hayfever today dam you pollen,@xcaix suffering hayfever today dam pollen,@xcaix suffering hayfever today dam pollen,@xcaix suffering hayfever today dam pollen,@xcaix suffering hayfever today dam pollen,suffering hayfever today dam pollen
2205806128,It's now 13:30 and no iPhone 3.0  Talk about keeping us waiting!! Grrrr.....,0,iphone talk keeping us waiting grr ...,it's now and no iphone talk about keeping us waiting grr ...,13:30 iphone 3.0 talk keeping us waiting grr ...,iphone talk keeping us waiting grrrr ...,iphone talk keeping us waiting grr ...,iphone talk keeping us waiting grr ...,iphone talk keeping us waiting grr ...
1468013308,It's only tuesday ,0,tuesday,it's only tuesday,tuesday,tuesday,tuesday,tuesday,tuesday
1468033365,i miss my ex soo much ,0,miss ex much,i miss my ex so much,miss ex much,miss ex soo much,miss ex much,miss ex much,miss ex much
2203572637,Trying to download iPhone 3.0 but it ain't happening!! ,0,trying download iphone ain't happening,trying to download iphone but it ain't happening,trying download iphone 3.0 ain't happening,trying download iphone ain't happening,trying download iphone ain't happening,trying download iphone ain't happening,trying download iphone ain't happening
2003279989,"Disappointed!  Lebron James is a sore loser! &quot;You win and accept the praise, you lose and accept defeat!&quot;",0,disappointed lebron james sore loser win accept praise lose accept defeat,disappointed lebron james is a sore loser you win and accept the praise you lose and accept defeat,disappointed lebron james sore loser win accept praise lose accept defeat,disappointed lebron james sore loser win accept praise lose accept defeat,disappointed lebron james sore loser win accept praise lose accept defeat,disappointed lebron james sore loser win accept praise lose accept defeat,disappointed lebron james sore loser win accept praise lose accept defeat
2061908430,PSP. I miss playing &quot;The Sims.&quot; ,0,psp miss playing sims,psp i miss playing the sims,psp miss playing sims,psp miss playing sims,psp miss playing sims,psp miss playing sims,psp miss playing sims
1998779058,Too worked up and excited. Must focus on a theoretical proposal on a stem-cell based pancreatic cancer therapy. Pancreatic cancer sucks ,0,worked excited must focus theoretical proposal stem-cel based pancreatic cancer therapy pancreatic cancer sucks,too worked up and excited must focus on a theoretical proposal on a stem-cel based pancreatic cancer therapy pancreatic cancer sucks,worked excited must focus theoretical proposal stem-cel based pancreatic cancer therapy pancreatic cancer sucks,worked excited must focus theoretical proposal stem-cell based pancreatic cancer therapy pancreatic cancer sucks,worked excited must focus theoretical proposal stem-cel based pancreatic cancer therapy pancreatic cancer sucks,worked excited must focus theoretical proposal stem-cel based pancreatic cancer therapy pancreatic cancer sucks,worked excited must focus theoretical proposal stem-cel based pancreatic cancer therapy pancreatic cancer sucks
1468047066,@alexbigman you left without saying hi! ,0,@alexbigman left without saying hi,@alexbigman you left without saying hi,@alexbigman left without saying hi,@alexbigman left without saying hi,@alexbigman left without saying hi,@alexbigman left without saying hi,left without saying hi
2049670089,"http://seattle.craigslist.org/tac/mcy/1205308493.html damn when i find the bike i want in the color i want, i have not the cash ",0,htp://seatle.craigslist.org/tac/mcy/.html damn find bike want color want cash,damn when i find the bike i want in the color i want i have not the cash,damn find bike want color want cash,damn find bike want color want cash,damn find bike want color want cash,damn find bike want color want cash,damn find bike want color want cash
2179237680,@superfro432 we came in second. No vegas for us this year ,0,@superfro came second vegas us year,@superfro we came in second no vegas for us this year,@superfro432 came second vegas us year,@superfro came second vegas us year,@superfro came second vegas us year,@superfro came second vegas us year,came second vegas us year
2301996438,"@jaimelondonboy A hay fever suffer liking summer, I need to take what you take. I've not looked forward to summer for years now. ",0,@jaimelondonboy hay fever suffer liking summer need take take i've loked forward summer years,@jaimelondonboy a hay fever suffer liking summer i need to take what you take i've not loked forward to summer for years now,@jaimelondonboy hay fever suffer liking summer need take take i've loked forward summer years,@jaimelondonboy hay fever suffer liking summer need take take i've looked forward summer years,@jaimelondonboy hay fever suffer liking summer need take take i've loked forward summer years,@jaimelondonboy hay fever suffer liking summer need take take i've loked forward summer years,hay fever suffer liking summer need take take i've loked forward summer years
1467859922,"@goodlaura What about Reese dying on #TTSC? And season finale next week.  #24 boring, Madame President is a crazy woman.",0,@godlaura reese dying #tsc season finale next wk boring madame president crazy woman,@godlaura what about reese dying on #tsc and season finale next wk boring madame president is a crazy woman,@godlaura reese dying #tsc season finale next wk #24 boring madame president crazy woman,@goodlaura reese dying #ttsc season finale next wk boring madame president crazy woman,@godlaura reese dying #tsc season finale next week boring madame president crazy woman,@godlaura reese dying #tsc season finale next wk boring madame president crazy woman,reese dying season finale next wk boring madame president crazy woman
1753532899,@joshalexanderr fair enough. i havent had those in ages. now i want mcdonalds hashbrowns damn it ,0,@joshalexander fair enough have not ages want mcdonalds hashbrowns damn,@joshalexander fair enough i have not had those in ages now i want mcdonalds hashbrowns damn it,@joshalexander fair enough have not ages want mcdonalds hashbrowns damn,@joshalexanderr fair enough have not ages want mcdonalds hashbrowns damn,@joshalexander fair enough have not ages want mcdonalds hashbrowns damn,@joshalexander fair enough havent ages want mcdonalds hashbrowns damn,fair enough have not ages want mcdonalds hashbrowns damn
1997005456,i went to my room 2 hours ago to study for my econ exam tomorrow. but all i ended up doing was watching an epi of oprah and taking a nap. ,0,went room hours ago study econ exam 2morrow ended watching epi oprah taking nap,i went to my room hours ago to study for my econ exam 2morrow but all i ended up doing was watching an epi of oprah and taking a nap,went room 2 hours ago study econ exam 2morrow ended watching epi oprah taking nap,went room hours ago study econ exam 2morrow ended watching epi oprah taking nap,went room hours ago study econ exam tomorrow ended watching epi oprah taking nap,went room hours ago study econ exam 2morrow ended watching epi oprah taking nap,went room hours ago study econ exam 2morrow ended watching epi oprah taking nap
1957218733,@lizhodgins I heard your moving to Sydney next year im not happy ,0,@lizhodgins heard moving sydney next year im happy,@lizhodgins i heard your moving to sydney next year im not happy,@lizhodgins heard moving sydney next year im happy,@lizhodgins heard moving sydney next year im happy,@lizhodgins heard moving sydney next year im happy,@lizhodgins heard moving sydney next year im happy,heard moving sydney next year im happy
2001391448,did ALL our work in one day and now im paying for it with one hellofa headache  My man went to get McDonalds for dinner so i dont cook xxo,0,work one day im paying one helofa headache man went get mcdonalds dinner do not cook xo,did all our work in one day and now im paying for it with one helofa headache my man went to get mcdonalds for dinner so i do not cook xo,work one day im paying one helofa headache man went get mcdonalds dinner do not cook xo,work one day im paying one hellofa headache man went get mcdonalds dinner do not cook xxo,work one day im paying one helofa headache man went get mcdonalds dinner do not cook xo,work one day im paying one helofa headache man went get mcdonalds dinner dont cook xo,work one day im paying one helofa headache man went get mcdonalds dinner do not cook xo
2328709598,Link: Farrah Fawcett Dies of Cancer at 62  http://tumblr.com/x5h25fy5j,0,link farah fawcet dies cancer htp://tumblr.com/xhfyj,link farah fawcet dies of cancer at,link farah fawcet dies cancer 62,link farrah fawcett dies cancer,link farah fawcet dies cancer,link farah fawcet dies cancer,link farah fawcet dies cancer
2060274119,@ricochetsrapid sorry buddy... I haven't been on facebook  hope things get better,0,@ricochetsrapid sorry buddy ... have not facebok hope things get better,@ricochetsrapid sorry buddy ... i have not been on facebok hope things get better,@ricochetsrapid sorry buddy ... have not facebok hope things get better,@ricochetsrapid sorry buddy ... have not facebook hope things get better,@ricochetsrapid sorry buddy ... have not facebok hope things get better,@ricochetsrapid sorry buddy ... facebok hope things get better,sorry buddy ... have not facebok hope things get better
1573614416,Its raining in Sydney. ,0,raining sydney,its raining in sydney,raining sydney,raining sydney,raining sydney,raining sydney,raining sydney
2257656676,just got back from starbucks &amp; now I'm babysitting. no salsa dancing for me ,0,got back starbucks i'm babysiting salsa dancing,just got back from starbucks now i'm babysiting no salsa dancing for me,got back starbucks i'm babysiting salsa dancing,got back starbucks i'm babysitting salsa dancing,got back starbucks i'm babysiting salsa dancing,got back starbucks i'm babysiting salsa dancing,got back starbucks i'm babysiting salsa dancing
1692706163,David Cook's little brother passed away from cancer ,0,david cok's little brother pased away cancer,david cok's little brother pased away from cancer,david cok's little brother pased away cancer,david cook's little brother passed away cancer,david cok's little brother pased away cancer,david cok's little brother pased away cancer,david cok's little brother pased away cancer
1468037802,@TJ_Sopher damn right - the grill is always open down here ,0,@tj_sopher damn right grill always open,@tj_sopher damn right the grill is always open down here,@tj_sopher damn right grill always open,@tj_sopher damn right grill always open,@tj_sopher damn right grill always open,@tj_sopher damn right grill always open,_sopher damn right grill always open
1754791457,still has a killer headache. I thought it would be gone by now. ,0,still killer headache thought would gone,still has a killer headache i thought it would be gone by now,still killer headache thought would gone,still killer headache thought would gone,still killer headache thought would gone,still killer headache thought would gone,still killer headache thought would gone
1467871040,@DonnieWahlberg I hope i can make it to the auburn show. but its not looking good for me ,0,@doniewahlberg hope make auburn show looking good,@doniewahlberg i hope i can make it to the auburn show but its not looking good for me,@doniewahlberg hope make auburn show looking good,@donniewahlberg hope make auburn show looking good,@doniewahlberg hope make auburn show looking good,@doniewahlberg hope make auburn show looking good,hope make auburn show looking good
2003838013,is at work and saddened due to Ted Baker London not being able to ship to the continental US  I want the hat!,0,work sadened due ted baker london able ship continental us want hat,is at work and sadened due to ted baker london not being able to ship to the continental us i want the hat,work sadened due ted baker london able ship continental us want hat,work saddened due ted baker london able ship continental us want hat,work sadened due ted baker london able ship continental us want hat,work sadened due ted baker london able ship continental us want hat,work sadened due ted baker london able ship continental us want hat
1834616877,"Been to opticians,referred to hospital tomorrow to check ever closing,painful,headache inducing eyes so won't be on air today  Catherine",0,opticians refered hospital 2morrow check ever closing painful headache inducing eyes air today catherine,been to opticians refered to hospital 2morrow to check ever closing painful headache inducing eyes so won't be on air today catherine,opticians refered hospital 2morrow check ever closing painful headache inducing eyes air today catherine,opticians referred hospital 2morrow check ever closing painful headache inducing eyes air today catherine,opticians refered hospital tomorrow check ever closing painful headache inducing eyes air today catherine,opticians refered hospital 2morrow check ever closing painful headache inducing eyes air today catherine,opticians refered hospital 2morrow check ever closing painful headache inducing eyes air today catherine
2206304336,@teefury Not seeing it. The Facebook preview? looked all up and down your body.... of your web page  Still nvr got shrt U snt. BURROWISH ,0,@tefury seeing facebok preview loked body ... web page still never got shrt snt burowish,@tefury not seeing it the facebok preview loked all up and down your body ... of your web page still never got shrt you snt burowish,@tefury seeing facebok preview loked body ... web page still never got shrt snt burowish,@teefury seeing facebook preview looked body ... web page still never got shrt snt burrowish,@tefury seeing facebok preview loked body ... web page still nvr got shrt u snt burowish,@tefury seeing facebok preview loked body ... web page still never got shrt snt burowish,seeing facebok preview loked body ... web page still never got shrt snt burowish
2211572786,"@ddlovato Wish i could , but im in england  xx",0,@dlovato wish could im england x,@dlovato wish i could but im in england x,@dlovato wish could im england x,@ddlovato wish could im england xx,@dlovato wish could im england x,@dlovato wish could im england x,wish could im england x
1467926444,Nasty budget due and my iphone is being sent to Apple today. ,0,nasty budget due iphone sent apple today,nasty budget due and my iphone is being sent to apple today,nasty budget due iphone sent apple today,nasty budget due iphone sent apple today,nasty budget due iphone sent apple today,nasty budget due iphone sent apple today,nasty budget due iphone sent apple today
2056121918,I had to bury my iPod and buy a new one. ,0,bury ipod buy new one,i had to bury my ipod and buy a new one,bury ipod buy new one,bury ipod buy new one,bury ipod buy new one,bury ipod buy new one,bury ipod buy new one
2206477584,"@joshuadejong Don't know, there still seem to be problems on Xbox LIVE after the maintenance yesterday. ",0,@joshuadejong do not know still seem problems xbox live maintenance yesterday,@joshuadejong do not know there still seem to be problems on xbox live after the maintenance yesterday,@joshuadejong do not know still seem problems xbox live maintenance yesterday,@joshuadejong do not know still seem problems xbox live maintenance yesterday,@joshuadejong do not know still seem problems xbox live maintenance yesterday,@joshuadejong know still seem problems xbox live maintenance yesterday,do not know still seem problems xbox live maintenance yesterday
2017349908,"@tommcfly I already miss you guys! One day you will come back to Brazil, won't you? ",0,@tomcfly already miss guys one day come back brazil,@tomcfly i already miss you guys one day you will come back to brazil won't you,@tomcfly already miss guys one day come back brazil,@tommcfly already miss guys one day come back brazil,@tomcfly already miss guys one day come back brazil,@tomcfly already miss guys one day come back brazil,already miss guys one day come back brazil
1467911036,"@Marge_Inovera I tried tweetdeck once and I hated it with a passion. Or it hated me, I'm not sure... ",0,@marge_inovera tried twetdeck hated passion hated i'm sure ...,@marge_inovera i tried twetdeck once and i hated it with a passion or it hated me i'm not sure ...,@marge_inovera tried twetdeck hated passion hated i'm sure ...,@marge_inovera tried tweetdeck hated passion hated i'm sure ...,@marge_inovera tried twetdeck hated passion hated i'm sure ...,@marge_inovera tried twetdeck hated passion hated i'm sure ...,_inovera tried twetdeck hated passion hated i'm sure ...
2249074035,@Chrxs sick sick sick  No more McDonalds ever again. SUBWAY!,0,@chrxs sick sick sick mcdonalds ever subway,@chrxs sick sick sick no more mcdonalds ever again subway,@chrxs sick sick sick mcdonalds ever subway,@chrxs sick sick sick mcdonalds ever subway,@chrxs sick sick sick mcdonalds ever subway,@chrxs sick sick sick mcdonalds ever subway,sick sick sick mcdonalds ever subway
2052844839,/me has headache ,0,headache,me has headache,headache,headache,headache,headache,headache
1825767597,Whats the weather doing in Wimbledon (London)? I see there is tennis action at 3.30 on BBC2 Don't say it's raining there too ,0,whats weather wimbledon london see tennis action bc do not say raining,whats the weather doing in wimbledon london i see there is tennis action at on bc do not say it's raining there too,whats weather wimbledon london see tennis action 3.30 bc 2 do not say raining,whats weather wimbledon london see tennis action bbc do not say raining,whats weather wimbledon london see tennis action bc do not say raining,whats weather wimbledon london see tennis action bc say raining,whats weather wimbledon london see tennis action bc do not say raining
1832810964,"@Akivafever  Sorry, little brother.",0,@akivafever sorry little brother,@akivafever sorry little brother,@akivafever sorry little brother,@akivafever sorry little brother,@akivafever sorry little brother,@akivafever sorry little brother,sorry little brother
1467932117,Still 3 more days until my Internet gets uncapped ,0,still days internet gets uncapped,still more days until my internet gets uncapped,still 3 days internet gets uncapped,still days internet gets uncapped,still days internet gets uncapped,still days internet gets uncapped,still days internet gets uncapped
1467882592,Mad tired today... Callin it in early tonight  nighty night twittas,0,mad tired today ... calin early tonight nighty night twitas,mad tired today ... calin it in early tonight nighty night twitas,mad tired today ... calin early tonight nighty night twitas,mad tired today ... callin early tonight nighty night twittas,mad tired today ... calin early tonight nighty night twitas,mad tired today ... calin early tonight nighty night twitas,mad tired today ... calin early tonight nighty night twitas
2063792190,Fever Fever Go Away! Come again another day! Sneeezzzeee! Awwwww ,0,fever fever go away come another day sneeze aw,fever fever go away come again another day sneeze aw,fever fever go away come another day sneeze aw,fever fever go away come another day sneeezzzeee awwwww,fever fever go away come another day sneeze aw,fever fever go away come another day sneeze aw,fever fever go away come another day sneeze aw
2324974515,"arghhhh, i dunno where my ipod is ",0,damn duno ipod,damn i duno where my ipod is,damn duno ipod,arghhhh don't know ipod,argh duno ipod,damn duno ipod,damn duno ipod
1468062629,my dog can't move anymore. praying that he will be okay ,0,dog can not move anymore praying okay,my dog can not move anymore praying that he will be okay,dog can not move anymore praying okay,dog can not move anymore praying okay,dog can not move anymore praying okay,dog can't move anymore praying okay,dog can not move anymore praying okay
1467969551,"i should be sleeping, i have a stressed out week coming to me. ",0,sleeping stresed wk coming,i should be sleeping i have a stresed out wk coming to me,sleeping stresed wk coming,sleeping stressed wk coming,sleeping stresed week coming,sleeping stresed wk coming,sleeping stresed wk coming
2008568525,"Wants to be at home. I am hot, bad headache and still have to get my shots ",0,wants home hot bad headache still get shots,wants to be at home i am hot bad headache and still have to get my shots,wants home hot bad headache still get shots,wants home hot bad headache still get shots,wants home hot bad headache still get shots,wants home hot bad headache still get shots,wants home hot bad headache still get shots
2017123044,"Took pics of my car for sale, starbucks and gonna go see up ..all alone because everybody is 9-5 ",0,took pics car sale starbucks gona go see .. alone everybody,took pics of my car for sale starbucks and gona go see up .. all alone because everybody is,took pics car sale starbucks gona go see .. alone everybody 9-5,took pics car sale starbucks gonna go see .. alone everybody,took pics car sale starbucks gona go see .. alone everybody,took pics car sale starbucks gona go see .. alone everybody,took pics car sale starbucks gona go see .. alone everybody
1467937189,"Just got my presentation done, 23 slides done...  I'm crying for this week will be the hardest of all weeks.",0,got presentation done slides done ... i'm crying wk hardest weks,just got my presentation done slides done ... i'm crying for this wk will be the hardest of all weks,got presentation done 23 slides done ... i'm crying wk hardest weks,got presentation done slides done ... i'm crying wk hardest weeks,got presentation done slides done ... i'm crying week hardest weks,got presentation done slides done ... i'm crying wk hardest weks,got presentation done slides done ... i'm crying wk hardest weks
1467854062,"@RyanSeacrest is it just me, or she hates anoop. i mean seriously, she's kinda mean to him. ",0,@ryanseacrest hates anop mean seriously kind a mean,@ryanseacrest is it just me or she hates anop i mean seriously she's kind a mean to him,@ryanseacrest hates anop mean seriously kind a mean,@ryanseacrest hates anoop mean seriously kind a mean,@ryanseacrest hates anop mean seriously kinda mean,@ryanseacrest hates anop mean seriously kind a mean,hates anop mean seriously kind a mean
1993812729,Because of my dog she was loose!  &lt;&lt;Go Lakers&gt;&gt;,0,dog loose go lakers,because of my dog she was loose go lakers,dog loose go lakers,dog loose go lakers,dog loose go lakers,dog loose go lakers,dog loose go lakers
1467998601,I'm off too bed. I gotta wake up hella early tomorrow morning. ,0,i'm bed gota wake hela early 2morrow morning,i'm off too bed i gota wake up hela early 2morrow morning,i'm bed gota wake hela early 2morrow morning,i'm bed gotta wake hella early 2morrow morning,i'm bed gota wake hela early tomorrow morning,i'm bed gota wake hela early 2morrow morning,i'm bed gota wake hela early 2morrow morning
1880968771,guess I have to wait another year to see Taylor Swift ,0,guess wait another year see taylor swift,guess i have to wait another year to see taylor swift,guess wait another year see taylor swift,guess wait another year see taylor swift,guess wait another year see taylor swift,guess wait another year see taylor swift,guess wait another year see taylor swift
1825082191,Full of hayfever today and feeling crap. ,0,full hayfever today feeling crap,full of hayfever today and feeling crap,full hayfever today feeling crap,full hayfever today feeling crap,full hayfever today feeling crap,full hayfever today feeling crap,full hayfever today feeling crap
